student_id,subject_id,semester_id,attendance_percent,total_classes,classes_attended
STU001583,,SEM-8,78.0,45,35
STU001584,,SEM-1,61.0,45,27
STU001584,,SEM-2,63.0,45,28
STU001584,,SEM-3,61.0,45,27
STU001584,,SEM-4,62.0,45,28
STU001584,,SEM-5,77.0,45,35
STU001584,,SEM-6,64.0,45,29
STU001584,,SEM-7,63.0,45,28
STU001584,,SEM-8,50.0,45,22
STU001585,,SEM-1,85.0,45,38
STU001585,,SEM-2,78.0,45,35
STU001585,,SEM-3,70.0,45,31
STU001585,,SEM-4,70.0,45,31
STU001585,,SEM-5,67.0,45,30
STU001585,,SEM-6,77.0,45,35
STU001585,,SEM-7,76.0,45,34
STU001585,,SEM-8,76.0,45,34
STU001586,,SEM-1,66.0,45,30
STU001586,,SEM-2,77.0,45,35
STU001586,,SEM-3,71.0,45,32
STU001586,,SEM-4,82.0,45,37
STU001586,,SEM-5,60.0,45,27
STU001586,,SEM-6,73.0,45,33
STU001586,,SEM-7,86.0,45,39
STU001586,,SEM-8,83.0,45,37
STU001587,,SEM-1,70.0,45,31
STU001587,,SEM-2,73.0,45,33
STU001587,,SEM-3,72.0,45,32
STU001587,,SEM-4,81.0,45,36
STU001587,,SEM-5,77.0,45,35
STU001587,,SEM-6,67.0,45,30
STU001587,,SEM-7,62.0,45,28
STU001587,,SEM-8,64.0,45,29
STU001588,,SEM-1,94.0,45,42
STU001588,,SEM-2,85.0,45,38
STU001588,,SEM-3,87.0,45,39
STU001588,,SEM-4,84.0,45,38
STU001588,,SEM-5,77.0,45,35
STU001588,,SEM-6,71.0,45,32
STU001588,,SEM-7,78.0,45,35
STU001588,,SEM-8,86.0,45,39
STU001589,,SEM-1,80.0,45,36
STU001589,,SEM-2,86.0,45,39
STU001589,,SEM-3,80.0,45,36
STU001589,,SEM-4,91.0,45,41
STU001589,,SEM-5,53.0,45,24
STU001589,,SEM-6,74.0,45,33
STU001589,,SEM-7,89.0,45,40
STU001589,,SEM-8,73.0,45,33
STU001590,,SEM-1,99.0,45,45
STU001590,,SEM-2,80.0,45,36
STU001590,,SEM-3,92.0,45,41
STU001590,,SEM-4,91.0,45,41
STU001590,,SEM-5,90.0,45,40
STU001590,,SEM-6,96.0,45,43
STU001590,,SEM-7,83.0,45,37
STU001590,,SEM-8,89.0,45,40
STU001591,,SEM-1,78.0,45,35
STU001591,,SEM-2,90.0,45,40
STU001591,,SEM-3,77.0,45,35
STU001591,,SEM-4,85.0,45,38
STU001591,,SEM-5,73.0,45,33
STU001591,,SEM-6,76.0,45,34
STU001591,,SEM-7,71.0,45,32
STU001591,,SEM-8,70.0,45,31
STU001592,,SEM-1,79.0,45,36
STU001592,,SEM-2,63.0,45,28
STU001592,,SEM-3,74.0,45,33
STU001592,,SEM-4,62.0,45,28
STU001592,,SEM-5,74.0,45,33
STU001592,,SEM-6,70.0,45,31
STU001592,,SEM-7,62.0,45,28
STU001592,,SEM-8,60.0,45,27
STU001593,,SEM-1,58.0,45,26
STU001593,,SEM-2,63.0,45,28
STU001593,,SEM-3,69.0,45,31
STU001593,,SEM-4,57.0,45,26
STU001593,,SEM-5,54.0,45,24
STU001593,,SEM-6,59.0,45,27
STU001593,,SEM-7,79.0,45,36
STU001593,,SEM-8,71.0,45,32
STU001594,,SEM-1,80.0,45,36
STU001594,,SEM-2,68.0,45,31
STU001594,,SEM-3,70.0,45,31
STU001594,,SEM-4,69.0,45,31
STU001594,,SEM-5,76.0,45,34
STU001594,,SEM-6,57.0,45,26
STU001594,,SEM-7,64.0,45,29
STU001594,,SEM-8,77.0,45,35
STU001595,,SEM-1,85.0,45,38
STU001595,,SEM-2,75.0,45,34
STU001595,,SEM-3,84.0,45,38
STU001595,,SEM-4,74.0,45,33
STU001595,,SEM-5,81.0,45,36
STU001595,,SEM-6,82.0,45,37
STU001595,,SEM-7,89.0,45,40
STU001595,,SEM-8,79.0,45,36
STU001596,,SEM-1,81.0,45,36
STU001596,,SEM-2,76.0,45,34
STU001596,,SEM-3,87.0,45,39
STU001596,,SEM-4,71.0,45,32
STU001596,,SEM-5,66.0,45,30
STU001596,,SEM-6,76.0,45,34
STU001596,,SEM-7,92.0,45,41
STU001596,,SEM-8,75.0,45,34
STU001597,,SEM-1,82.0,45,37
STU001597,,SEM-2,73.0,45,33
STU001597,,SEM-3,73.0,45,33
STU001597,,SEM-4,85.0,45,38
STU001597,,SEM-5,71.0,45,32
STU001597,,SEM-6,82.0,45,37
STU001597,,SEM-7,75.0,45,34
STU001597,,SEM-8,66.0,45,30
STU001598,,SEM-1,84.0,45,38
STU001598,,SEM-2,83.0,45,37
STU001598,,SEM-3,73.0,45,33
STU001598,,SEM-4,75.0,45,34
STU001598,,SEM-5,84.0,45,38
STU001598,,SEM-6,67.0,45,30
STU001598,,SEM-7,82.0,45,37
STU001598,,SEM-8,81.0,45,36
STU001599,,SEM-1,58.0,45,26
STU001599,,SEM-2,68.0,45,31
STU001599,,SEM-3,56.0,45,25
STU001599,,SEM-4,68.0,45,31
STU001599,,SEM-5,58.0,45,26
STU001599,,SEM-6,59.0,45,27
STU001599,,SEM-7,54.0,45,24
STU001599,,SEM-8,66.0,45,30
STU001600,,SEM-1,79.0,45,36
STU001600,,SEM-2,71.0,45,32
STU001600,,SEM-3,84.0,45,38
STU001600,,SEM-4,79.0,45,36
STU001600,,SEM-5,82.0,45,37
STU001600,,SEM-6,78.0,45,35
STU001600,,SEM-7,69.0,45,31
STU001600,,SEM-8,75.0,45,34
STU001601,,SEM-1,77.0,45,35
STU001601,,SEM-2,63.0,45,28
STU001601,,SEM-3,84.0,45,38
STU001601,,SEM-4,71.0,45,32
STU001601,,SEM-5,67.0,45,30
STU001601,,SEM-6,56.0,45,25
STU001601,,SEM-7,84.0,45,38
STU001601,,SEM-8,71.0,45,32
STU001602,,SEM-1,71.0,45,32
STU001602,,SEM-2,75.0,45,34
STU001602,,SEM-3,69.0,45,31
STU001602,,SEM-4,97.0,45,44
STU001602,,SEM-5,81.0,45,36
STU001602,,SEM-6,95.0,45,43
STU001602,,SEM-7,81.0,45,36
STU001602,,SEM-8,81.0,45,36
STU001603,,SEM-1,80.0,45,36
STU001603,,SEM-2,93.0,45,42
STU001603,,SEM-3,83.0,45,37
STU001603,,SEM-4,80.0,45,36
STU001603,,SEM-5,76.0,45,34
STU001603,,SEM-6,84.0,45,38
STU001603,,SEM-7,62.0,45,28
STU001603,,SEM-8,74.0,45,33
STU001604,,SEM-1,83.0,45,37
STU001604,,SEM-2,65.0,45,29
STU001604,,SEM-3,71.0,45,32
STU001604,,SEM-4,75.0,45,34
STU001604,,SEM-5,78.0,45,35
STU001604,,SEM-6,55.0,45,25
STU001604,,SEM-7,68.0,45,31
STU001604,,SEM-8,64.0,45,29
STU001605,,SEM-1,70.0,45,31
STU001605,,SEM-2,79.0,45,36
STU001605,,SEM-3,70.0,45,31
STU001605,,SEM-4,67.0,45,30
STU001605,,SEM-5,68.0,45,31
STU001605,,SEM-6,67.0,45,30
STU001605,,SEM-7,69.0,45,31
STU001605,,SEM-8,70.0,45,31
STU001606,,SEM-1,79.0,45,36
STU001606,,SEM-2,76.0,45,34
STU001606,,SEM-3,78.0,45,35
STU001606,,SEM-4,80.0,45,36
STU001606,,SEM-5,72.0,45,32
STU001606,,SEM-6,81.0,45,36
STU001606,,SEM-7,71.0,45,32
STU001606,,SEM-8,78.0,45,35
STU001607,,SEM-1,72.0,45,32
STU001607,,SEM-2,85.0,45,38
STU001607,,SEM-3,62.0,45,28
STU001607,,SEM-4,76.0,45,34
STU001607,,SEM-5,59.0,45,27
STU001607,,SEM-6,74.0,45,33
STU001607,,SEM-7,91.0,45,41
STU001607,,SEM-8,91.0,45,41
STU001608,,SEM-1,60.0,45,27
STU001608,,SEM-2,79.0,45,36
STU001608,,SEM-3,56.0,45,25
STU001608,,SEM-4,68.0,45,31
STU001608,,SEM-5,69.0,45,31
STU001608,,SEM-6,52.0,45,23
STU001608,,SEM-7,54.0,45,24
STU001608,,SEM-8,68.0,45,31
STU001609,,SEM-1,100.0,45,45
STU001609,,SEM-2,93.0,45,42
STU001609,,SEM-3,84.0,45,38
STU001609,,SEM-4,81.0,45,36
STU001609,,SEM-5,96.0,45,43
STU001609,,SEM-6,92.0,45,41
STU001609,,SEM-7,88.0,45,40
STU001609,,SEM-8,100.0,45,45
STU001610,,SEM-1,69.0,45,31
STU001610,,SEM-2,77.0,45,35
STU001610,,SEM-3,61.0,45,27
STU001610,,SEM-4,72.0,45,32
STU001610,,SEM-5,50.0,45,22
STU001610,,SEM-6,73.0,45,33
STU001610,,SEM-7,62.0,45,28
STU001610,,SEM-8,50.0,45,22
STU001611,,SEM-1,70.0,45,31
STU001611,,SEM-2,64.0,45,29
STU001611,,SEM-3,82.0,45,37
STU001611,,SEM-4,85.0,45,38
STU001611,,SEM-5,77.0,45,35
STU001611,,SEM-6,70.0,45,31
STU001611,,SEM-7,79.0,45,36
STU001611,,SEM-8,87.0,45,39
STU001612,,SEM-1,91.0,45,41
STU001612,,SEM-2,72.0,45,32
STU001612,,SEM-3,82.0,45,37
STU001612,,SEM-4,85.0,45,38
STU001612,,SEM-5,87.0,45,39
STU001612,,SEM-6,72.0,45,32
STU001612,,SEM-7,91.0,45,41
STU001612,,SEM-8,96.0,45,43
STU001613,,SEM-1,94.0,45,42
STU001613,,SEM-2,90.0,45,40
STU001613,,SEM-3,84.0,45,38
STU001613,,SEM-4,82.0,45,37
STU001613,,SEM-5,96.0,45,43
STU001613,,SEM-6,96.0,45,43
STU001613,,SEM-7,86.0,45,39
STU001613,,SEM-8,81.0,45,36
STU001614,,SEM-1,80.0,45,36
STU001614,,SEM-2,65.0,45,29
STU001614,,SEM-3,63.0,45,28
STU001614,,SEM-4,64.0,45,29
STU001614,,SEM-5,67.0,45,30
STU001614,,SEM-6,68.0,45,31
STU001614,,SEM-7,57.0,45,26
STU001614,,SEM-8,69.0,45,31
STU001615,,SEM-1,79.0,45,36
STU001615,,SEM-2,67.0,45,30
STU001615,,SEM-3,79.0,45,36
STU001615,,SEM-4,73.0,45,33
STU001615,,SEM-5,67.0,45,30
STU001615,,SEM-6,97.0,45,44
STU001615,,SEM-7,60.0,45,27
STU001615,,SEM-8,68.0,45,31
STU001616,,SEM-1,81.0,45,36
STU001616,,SEM-2,83.0,45,37
STU001616,,SEM-3,85.0,45,38
STU001616,,SEM-4,69.0,45,31
STU001616,,SEM-5,77.0,45,35
STU001616,,SEM-6,74.0,45,33
STU001616,,SEM-7,73.0,45,33
STU001616,,SEM-8,67.0,45,30
STU001617,,SEM-1,62.0,45,28
STU001617,,SEM-2,50.0,45,22
STU001617,,SEM-3,61.0,45,27
STU001617,,SEM-4,71.0,45,32
STU001617,,SEM-5,60.0,45,27
STU001617,,SEM-6,60.0,45,27
STU001617,,SEM-7,61.0,45,27
STU001617,,SEM-8,68.0,45,31
STU001618,,SEM-1,78.0,45,35
STU001618,,SEM-2,68.0,45,31
STU001618,,SEM-3,76.0,45,34
STU001618,,SEM-4,89.0,45,40
STU001618,,SEM-5,81.0,45,36
STU001618,,SEM-6,73.0,45,33
STU001618,,SEM-7,66.0,45,30
STU001618,,SEM-8,68.0,45,31
STU001619,,SEM-1,50.0,45,22
STU001619,,SEM-2,71.0,45,32
STU001619,,SEM-3,75.0,45,34
STU001619,,SEM-4,71.0,45,32
STU001619,,SEM-5,63.0,45,28
STU001619,,SEM-6,61.0,45,27
STU001619,,SEM-7,50.0,45,22
STU001619,,SEM-8,59.0,45,27
STU001620,,SEM-1,73.0,45,33
STU001620,,SEM-2,77.0,45,35
STU001620,,SEM-3,81.0,45,36
STU001620,,SEM-4,80.0,45,36
STU001620,,SEM-5,81.0,45,36
STU001620,,SEM-6,83.0,45,37
STU001620,,SEM-7,77.0,45,35
STU001620,,SEM-8,72.0,45,32
STU001621,,SEM-1,69.0,45,31
STU001621,,SEM-2,71.0,45,32
STU001621,,SEM-3,89.0,45,40
STU001621,,SEM-4,68.0,45,31
STU001621,,SEM-5,75.0,45,34
STU001621,,SEM-6,68.0,45,31
STU001621,,SEM-7,77.0,45,35
STU001621,,SEM-8,63.0,45,28
STU001622,,SEM-1,65.0,45,29
STU001622,,SEM-2,76.0,45,34
STU001622,,SEM-3,77.0,45,35
STU001622,,SEM-4,58.0,45,26
STU001622,,SEM-5,63.0,45,28
STU001622,,SEM-6,67.0,45,30
STU001622,,SEM-7,56.0,45,25
STU001622,,SEM-8,64.0,45,29
STU001623,,SEM-1,73.0,45,33
STU001623,,SEM-2,72.0,45,32
STU001623,,SEM-3,70.0,45,31
STU001623,,SEM-4,72.0,45,32
STU001623,,SEM-5,67.0,45,30
STU001623,,SEM-6,66.0,45,30
STU001623,,SEM-7,74.0,45,33
STU001623,,SEM-8,63.0,45,28
STU001624,,SEM-1,52.0,45,23
STU001624,,SEM-2,53.0,45,24
STU001624,,SEM-3,58.0,45,26
STU001624,,SEM-4,50.0,45,22
STU001624,,SEM-5,53.0,45,24
STU001624,,SEM-6,61.0,45,27
STU001624,,SEM-7,63.0,45,28
STU001624,,SEM-8,54.0,45,24
STU001625,,SEM-1,81.0,45,36
STU001625,,SEM-2,78.0,45,35
STU001625,,SEM-3,86.0,45,39
STU001625,,SEM-4,86.0,45,39
STU001625,,SEM-5,74.0,45,33
STU001625,,SEM-6,81.0,45,36
STU001625,,SEM-7,63.0,45,28
STU001625,,SEM-8,76.0,45,34
STU001626,,SEM-1,73.0,45,33
STU001626,,SEM-2,77.0,45,35
STU001626,,SEM-3,83.0,45,37
STU001626,,SEM-4,79.0,45,36
STU001626,,SEM-5,64.0,45,29
STU001626,,SEM-6,79.0,45,36
STU001626,,SEM-7,81.0,45,36
STU001626,,SEM-8,76.0,45,34
STU001627,,SEM-1,77.0,45,35
STU001627,,SEM-2,80.0,45,36
STU001627,,SEM-3,68.0,45,31
STU001627,,SEM-4,62.0,45,28
STU001627,,SEM-5,50.0,45,22
STU001627,,SEM-6,73.0,45,33
STU001627,,SEM-7,71.0,45,32
STU001627,,SEM-8,60.0,45,27
STU001628,,SEM-1,63.0,45,28
STU001628,,SEM-2,66.0,45,30
STU001628,,SEM-3,65.0,45,29
STU001628,,SEM-4,74.0,45,33
STU001628,,SEM-5,64.0,45,29
STU001628,,SEM-6,62.0,45,28
STU001628,,SEM-7,61.0,45,27
STU001628,,SEM-8,56.0,45,25
STU001629,,SEM-1,85.0,45,38
STU001629,,SEM-2,60.0,45,27
STU001629,,SEM-3,59.0,45,27
STU001629,,SEM-4,74.0,45,33
STU001629,,SEM-5,73.0,45,33
STU001629,,SEM-6,65.0,45,29
STU001629,,SEM-7,61.0,45,27
STU001629,,SEM-8,69.0,45,31
STU001630,,SEM-1,72.0,45,32
STU001630,,SEM-2,71.0,45,32
STU001630,,SEM-3,71.0,45,32
STU001630,,SEM-4,81.0,45,36
STU001630,,SEM-5,72.0,45,32
STU001630,,SEM-6,86.0,45,39
STU001630,,SEM-7,70.0,45,31
STU001630,,SEM-8,75.0,45,34
STU001631,,SEM-1,58.0,45,26
STU001631,,SEM-2,63.0,45,28
STU001631,,SEM-3,50.0,45,22
STU001631,,SEM-4,61.0,45,27
STU001631,,SEM-5,60.0,45,27
STU001631,,SEM-6,50.0,45,22
STU001631,,SEM-7,50.0,45,22
STU001631,,SEM-8,70.0,45,31
STU001632,,SEM-1,92.0,45,41
STU001632,,SEM-2,100.0,45,45
STU001632,,SEM-3,90.0,45,40
STU001632,,SEM-4,96.0,45,43
STU001632,,SEM-5,85.0,45,38
STU001632,,SEM-6,79.0,45,36
STU001632,,SEM-7,84.0,45,38
STU001632,,SEM-8,100.0,45,45
STU001633,,SEM-1,81.0,45,36
STU001633,,SEM-2,91.0,45,41
STU001633,,SEM-3,89.0,45,40
STU001633,,SEM-4,85.0,45,38
STU001633,,SEM-5,73.0,45,33
STU001633,,SEM-6,97.0,45,44
STU001633,,SEM-7,79.0,45,36
STU001633,,SEM-8,73.0,45,33
STU001634,,SEM-1,85.0,45,38
STU001634,,SEM-2,85.0,45,38
STU001634,,SEM-3,87.0,45,39
STU001634,,SEM-4,88.0,45,40
STU001634,,SEM-5,70.0,45,31
STU001634,,SEM-6,91.0,45,41
STU001634,,SEM-7,77.0,45,35
STU001634,,SEM-8,88.0,45,40
STU001635,,SEM-1,67.0,45,30
STU001635,,SEM-2,64.0,45,29
STU001635,,SEM-3,56.0,45,25
STU001635,,SEM-4,66.0,45,30
STU001635,,SEM-5,71.0,45,32
STU001635,,SEM-6,59.0,45,27
STU001635,,SEM-7,62.0,45,28
STU001635,,SEM-8,60.0,45,27
STU001636,,SEM-1,72.0,45,32
STU001636,,SEM-2,76.0,45,34
STU001636,,SEM-3,80.0,45,36
STU001636,,SEM-4,77.0,45,35
STU001636,,SEM-5,77.0,45,35
STU001636,,SEM-6,62.0,45,28
STU001636,,SEM-7,84.0,45,38
STU001636,,SEM-8,59.0,45,27
STU001637,,SEM-1,81.0,45,36
STU001637,,SEM-2,73.0,45,33
STU001637,,SEM-3,80.0,45,36
STU001637,,SEM-4,59.0,45,27
STU001637,,SEM-5,92.0,45,41
STU001637,,SEM-6,82.0,45,37
STU001637,,SEM-7,78.0,45,35
STU001637,,SEM-8,79.0,45,36
STU001638,,SEM-1,80.0,45,36
STU001638,,SEM-2,100.0,45,45
STU001638,,SEM-3,74.0,45,33
STU001638,,SEM-4,96.0,45,43
STU001638,,SEM-5,78.0,45,35
STU001638,,SEM-6,77.0,45,35
STU001638,,SEM-7,82.0,45,37
STU001638,,SEM-8,80.0,45,36
STU001639,,SEM-1,74.0,45,33
STU001639,,SEM-2,83.0,45,37
STU001639,,SEM-3,81.0,45,36
STU001639,,SEM-4,96.0,45,43
STU001639,,SEM-5,73.0,45,33
STU001639,,SEM-6,89.0,45,40
STU001639,,SEM-7,81.0,45,36
STU001639,,SEM-8,96.0,45,43
STU001640,,SEM-1,80.0,45,36
STU001640,,SEM-2,79.0,45,36
STU001640,,SEM-3,81.0,45,36
STU001640,,SEM-4,87.0,45,39
STU001640,,SEM-5,80.0,45,36
STU001640,,SEM-6,80.0,45,36
STU001640,,SEM-7,74.0,45,33
STU001640,,SEM-8,71.0,45,32
STU001641,,SEM-1,89.0,45,40
STU001641,,SEM-2,94.0,45,42
STU001641,,SEM-3,91.0,45,41
STU001641,,SEM-4,83.0,45,37
STU001641,,SEM-5,81.0,45,36
STU001641,,SEM-6,68.0,45,31
STU001641,,SEM-7,92.0,45,41
STU001641,,SEM-8,80.0,45,36
STU001642,,SEM-1,57.0,45,26
STU001642,,SEM-2,56.0,45,25
STU001642,,SEM-3,73.0,45,33
STU001642,,SEM-4,60.0,45,27
STU001642,,SEM-5,75.0,45,34
STU001642,,SEM-6,58.0,45,26
STU001642,,SEM-7,68.0,45,31
STU001642,,SEM-8,67.0,45,30
STU001643,,SEM-1,73.0,45,33
STU001643,,SEM-2,79.0,45,36
STU001643,,SEM-3,79.0,45,36
STU001643,,SEM-4,79.0,45,36
STU001643,,SEM-5,95.0,45,43
STU001643,,SEM-6,91.0,45,41
STU001643,,SEM-7,75.0,45,34
STU001643,,SEM-8,90.0,45,40
STU001644,,SEM-1,65.0,45,29
STU001644,,SEM-2,73.0,45,33
STU001644,,SEM-3,61.0,45,27
STU001644,,SEM-4,76.0,45,34
STU001644,,SEM-5,58.0,45,26
STU001644,,SEM-6,78.0,45,35
STU001644,,SEM-7,70.0,45,31
STU001644,,SEM-8,62.0,45,28
STU001645,,SEM-1,88.0,45,40
STU001645,,SEM-2,69.0,45,31
STU001645,,SEM-3,69.0,45,31
STU001645,,SEM-4,69.0,45,31
STU001645,,SEM-5,80.0,45,36
STU001645,,SEM-6,75.0,45,34
STU001645,,SEM-7,79.0,45,36
STU001645,,SEM-8,73.0,45,33
STU001646,,SEM-1,66.0,45,30
STU001646,,SEM-2,63.0,45,28
STU001646,,SEM-3,73.0,45,33
STU001646,,SEM-4,52.0,45,23
STU001646,,SEM-5,56.0,45,25
STU001646,,SEM-6,74.0,45,33
STU001646,,SEM-7,61.0,45,27
STU001646,,SEM-8,59.0,45,27
STU001647,,SEM-1,69.0,45,31
STU001647,,SEM-2,66.0,45,30
STU001647,,SEM-3,58.0,45,26
STU001647,,SEM-4,64.0,45,29
STU001647,,SEM-5,60.0,45,27
STU001647,,SEM-6,69.0,45,31
STU001647,,SEM-7,75.0,45,34
STU001647,,SEM-8,56.0,45,25
STU001648,,SEM-1,78.0,45,35
STU001648,,SEM-2,84.0,45,38
STU001648,,SEM-3,78.0,45,35
STU001648,,SEM-4,70.0,45,31
STU001648,,SEM-5,82.0,45,37
STU001648,,SEM-6,55.0,45,25
STU001648,,SEM-7,94.0,45,42
STU001648,,SEM-8,57.0,45,26
STU001649,,SEM-1,70.0,45,31
STU001649,,SEM-2,93.0,45,42
STU001649,,SEM-3,69.0,45,31
STU001649,,SEM-4,78.0,45,35
STU001649,,SEM-5,85.0,45,38
STU001649,,SEM-6,75.0,45,34
STU001649,,SEM-7,74.0,45,33
STU001649,,SEM-8,64.0,45,29
STU001650,,SEM-1,74.0,45,33
STU001650,,SEM-2,77.0,45,35
STU001650,,SEM-3,70.0,45,31
STU001650,,SEM-4,67.0,45,30
STU001650,,SEM-5,81.0,45,36
STU001650,,SEM-6,89.0,45,40
STU001650,,SEM-7,76.0,45,34
STU001650,,SEM-8,73.0,45,33
STU001651,,SEM-1,76.0,45,34
STU001651,,SEM-2,73.0,45,33
STU001651,,SEM-3,89.0,45,40
STU001651,,SEM-4,79.0,45,36
STU001651,,SEM-5,71.0,45,32
STU001651,,SEM-6,78.0,45,35
STU001651,,SEM-7,80.0,45,36
STU001651,,SEM-8,95.0,45,43
STU001652,,SEM-1,65.0,45,29
STU001652,,SEM-2,87.0,45,39
STU001652,,SEM-3,68.0,45,31
STU001652,,SEM-4,84.0,45,38
STU001652,,SEM-5,74.0,45,33
STU001652,,SEM-6,83.0,45,37
STU001652,,SEM-7,73.0,45,33
STU001652,,SEM-8,71.0,45,32
STU001653,,SEM-1,80.0,45,36
STU001653,,SEM-2,90.0,45,40
STU001653,,SEM-3,93.0,45,42
STU001653,,SEM-4,87.0,45,39
STU001653,,SEM-5,93.0,45,42
STU001653,,SEM-6,83.0,45,37
STU001653,,SEM-7,79.0,45,36
STU001653,,SEM-8,100.0,45,45
STU001654,,SEM-1,84.0,45,38
STU001654,,SEM-2,74.0,45,33
STU001654,,SEM-3,80.0,45,36
STU001654,,SEM-4,74.0,45,33
STU001654,,SEM-5,92.0,45,41
STU001654,,SEM-6,78.0,45,35
STU001654,,SEM-7,72.0,45,32
STU001654,,SEM-8,78.0,45,35
STU001655,,SEM-1,83.0,45,37
STU001655,,SEM-2,87.0,45,39
STU001655,,SEM-3,92.0,45,41
STU001655,,SEM-4,92.0,45,41
STU001655,,SEM-5,87.0,45,39
STU001655,,SEM-6,97.0,45,44
STU001655,,SEM-7,79.0,45,36
STU001655,,SEM-8,75.0,45,34
STU001656,,SEM-1,56.0,45,25
STU001656,,SEM-2,68.0,45,31
STU001656,,SEM-3,64.0,45,29
STU001656,,SEM-4,60.0,45,27
STU001656,,SEM-5,72.0,45,32
STU001656,,SEM-6,65.0,45,29
STU001656,,SEM-7,59.0,45,27
STU001656,,SEM-8,60.0,45,27
STU001657,,SEM-1,84.0,45,38
STU001657,,SEM-2,88.0,45,40
STU001657,,SEM-3,94.0,45,42
STU001657,,SEM-4,78.0,45,35
STU001657,,SEM-5,72.0,45,32
STU001657,,SEM-6,81.0,45,36
STU001657,,SEM-7,72.0,45,32
STU001657,,SEM-8,77.0,45,35
STU001658,,SEM-1,89.0,45,40
STU001658,,SEM-2,80.0,45,36
STU001658,,SEM-3,97.0,45,44
STU001658,,SEM-4,93.0,45,42
STU001658,,SEM-5,82.0,45,37
STU001658,,SEM-6,97.0,45,44
STU001658,,SEM-7,96.0,45,43
STU001658,,SEM-8,96.0,45,43
STU001659,,SEM-1,79.0,45,36
STU001659,,SEM-2,84.0,45,38
STU001659,,SEM-3,80.0,45,36
STU001659,,SEM-4,67.0,45,30
STU001659,,SEM-5,68.0,45,31
STU001659,,SEM-6,73.0,45,33
STU001659,,SEM-7,69.0,45,31
STU001659,,SEM-8,75.0,45,34
STU001660,,SEM-1,88.0,45,40
STU001660,,SEM-2,88.0,45,40
STU001660,,SEM-3,87.0,45,39
STU001660,,SEM-4,81.0,45,36
STU001660,,SEM-5,82.0,45,37
STU001660,,SEM-6,63.0,45,28
STU001660,,SEM-7,83.0,45,37
STU001660,,SEM-8,80.0,45,36
STU001661,,SEM-1,59.0,45,27
STU001661,,SEM-2,62.0,45,28
STU001661,,SEM-3,75.0,45,34
STU001661,,SEM-4,63.0,45,28
STU001661,,SEM-5,67.0,45,30
STU001661,,SEM-6,79.0,45,36
STU001661,,SEM-7,67.0,45,30
STU001661,,SEM-8,68.0,45,31
STU001662,,SEM-1,74.0,45,33
STU001662,,SEM-2,81.0,45,36
STU001662,,SEM-3,74.0,45,33
STU001662,,SEM-4,64.0,45,29
STU001662,,SEM-5,79.0,45,36
STU001662,,SEM-6,83.0,45,37
STU001662,,SEM-7,93.0,45,42
STU001662,,SEM-8,74.0,45,33
STU001663,,SEM-1,73.0,45,33
STU001663,,SEM-2,77.0,45,35
STU001663,,SEM-3,81.0,45,36
STU001663,,SEM-4,73.0,45,33
STU001663,,SEM-5,77.0,45,35
STU001663,,SEM-6,78.0,45,35
STU001663,,SEM-7,59.0,45,27
STU001663,,SEM-8,67.0,45,30
STU001664,,SEM-1,82.0,45,37
STU001664,,SEM-2,90.0,45,40
STU001664,,SEM-3,92.0,45,41
STU001664,,SEM-4,77.0,45,35
STU001664,,SEM-5,58.0,45,26
STU001664,,SEM-6,65.0,45,29
STU001664,,SEM-7,65.0,45,29
STU001664,,SEM-8,76.0,45,34
STU001665,,SEM-1,78.0,45,35
STU001665,,SEM-2,80.0,45,36
STU001665,,SEM-3,79.0,45,36
STU001665,,SEM-4,85.0,45,38
STU001665,,SEM-5,72.0,45,32
STU001665,,SEM-6,85.0,45,38
STU001665,,SEM-7,77.0,45,35
STU001665,,SEM-8,69.0,45,31
STU001666,,SEM-1,75.0,45,34
STU001666,,SEM-2,94.0,45,42
STU001666,,SEM-3,94.0,45,42
STU001666,,SEM-4,83.0,45,37
STU001666,,SEM-5,78.0,45,35
STU001666,,SEM-6,80.0,45,36
STU001666,,SEM-7,88.0,45,40
STU001666,,SEM-8,92.0,45,41
STU001667,,SEM-1,65.0,45,29
STU001667,,SEM-2,79.0,45,36
STU001667,,SEM-3,78.0,45,35
STU001667,,SEM-4,76.0,45,34
STU001667,,SEM-5,70.0,45,31
STU001667,,SEM-6,75.0,45,34
STU001667,,SEM-7,76.0,45,34
STU001667,,SEM-8,53.0,45,24
STU001668,,SEM-1,68.0,45,31
STU001668,,SEM-2,80.0,45,36
STU001668,,SEM-3,76.0,45,34
STU001668,,SEM-4,72.0,45,32
STU001668,,SEM-5,68.0,45,31
STU001668,,SEM-6,73.0,45,33
STU001668,,SEM-7,68.0,45,31
STU001668,,SEM-8,59.0,45,27
STU001669,,SEM-1,87.0,45,39
STU001669,,SEM-2,92.0,45,41
STU001669,,SEM-3,81.0,45,36
STU001669,,SEM-4,86.0,45,39
STU001669,,SEM-5,83.0,45,37
STU001669,,SEM-6,74.0,45,33
STU001669,,SEM-7,75.0,45,34
STU001669,,SEM-8,72.0,45,32
STU001670,,SEM-1,71.0,45,32
STU001670,,SEM-2,66.0,45,30
STU001670,,SEM-3,64.0,45,29
STU001670,,SEM-4,67.0,45,30
STU001670,,SEM-5,72.0,45,32
STU001670,,SEM-6,75.0,45,34
STU001670,,SEM-7,76.0,45,34
STU001670,,SEM-8,70.0,45,31
STU001671,,SEM-1,73.0,45,33
