student_id,semester_id,internship_completed,project_phase_ii_score,devops_engineering_score,extracurricular_score,certification_count
STU021849,SEM-8,2,0.0,0.0,0.0,4
STU021850,SEM-6,1,0.0,0.0,0.0,3
STU021851,SEM-2,0,0.0,0.0,0.0,2
STU021852,SEM-8,1,0.0,0.0,0.0,3
STU021853,SEM-4,0,0.0,0.0,0.0,1
STU021854,SEM-2,0,0.0,0.0,0.0,0
STU021855,SEM-6,2,0.0,0.0,0.0,1
STU021856,SEM-8,1,0.0,0.0,0.0,4
STU021857,SEM-6,1,0.0,0.0,0.0,3
STU021858,SEM-4,0,0.0,0.0,0.0,0
STU021859,SEM-4,1,0.0,0.0,0.0,0
STU021860,SEM-4,1,0.0,0.0,0.0,1
STU021861,SEM-6,2,0.0,0.0,0.0,0
STU021862,SEM-2,0,0.0,0.0,0.0,1
STU021863,SEM-6,1,0.0,0.0,0.0,2
STU021864,SEM-8,1,0.0,0.0,0.0,3
STU021865,SEM-2,0,0.0,0.0,0.0,0
STU021866,SEM-2,0,0.0,0.0,0.0,0
STU021867,SEM-6,1,0.0,0.0,0.0,3
STU021868,SEM-6,2,0.0,0.0,0.0,3
STU021869,SEM-6,2,0.0,0.0,0.0,2
STU021870,SEM-4,0,0.0,0.0,0.0,0
STU021871,SEM-6,1,0.0,0.0,0.0,0
STU021872,SEM-6,1,0.0,0.0,0.0,2
STU021873,SEM-6,2,0.0,0.0,0.0,1
STU021874,SEM-2,0,0.0,0.0,0.0,0
STU021875,SEM-8,3,0.0,0.0,0.0,3
STU021876,SEM-8,1,0.0,0.0,0.0,4
STU021877,SEM-4,1,0.0,0.0,0.0,0
STU021878,SEM-2,0,0.0,0.0,0.0,1
STU021879,SEM-4,1,0.0,0.0,0.0,2
STU021880,SEM-6,2,0.0,0.0,0.0,2
STU021881,SEM-8,1,0.0,0.0,0.0,3
STU021882,SEM-8,2,0.0,0.0,0.0,4
STU021883,SEM-8,3,0.0,0.0,0.0,2
STU021884,SEM-6,2,0.0,0.0,0.0,4
STU021885,SEM-4,1,0.0,0.0,0.0,0
STU021886,SEM-8,1,0.0,0.0,0.0,4
STU021887,SEM-6,1,0.0,0.0,0.0,2
STU021888,SEM-2,0,0.0,0.0,0.0,0
STU021889,SEM-4,1,0.0,0.0,0.0,1
STU021890,SEM-2,0,0.0,0.0,0.0,1
STU021891,SEM-8,1,0.0,0.0,0.0,2
STU021892,SEM-6,1,0.0,0.0,0.0,0
STU021893,SEM-4,1,0.0,0.0,0.0,0
STU021894,SEM-2,0,0.0,0.0,0.0,2
STU021895,SEM-6,1,0.0,0.0,0.0,4
STU021896,SEM-8,1,0.0,0.0,0.0,4
STU021897,SEM-4,0,0.0,0.0,0.0,2
STU021898,SEM-6,1,0.0,0.0,0.0,3
STU021899,SEM-6,2,0.0,0.0,0.0,4
STU021900,SEM-4,0,0.0,0.0,0.0,2
STU021901,SEM-2,0,0.0,0.0,0.0,1
STU021902,SEM-8,1,0.0,0.0,0.0,2
STU021903,SEM-8,2,0.0,0.0,0.0,4
STU021904,SEM-2,0,0.0,0.0,0.0,1
STU021905,SEM-2,0,0.0,0.0,0.0,0
STU021906,SEM-8,2,0.0,0.0,0.0,4
STU021907,SEM-4,1,0.0,0.0,0.0,1
STU021908,SEM-4,1,0.0,0.0,0.0,2
STU021909,SEM-2,0,0.0,0.0,0.0,0
STU021910,SEM-8,1,0.0,0.0,0.0,5
STU021911,SEM-6,1,0.0,0.0,0.0,3
STU021912,SEM-2,0,0.0,0.0,0.0,1
STU021913,SEM-4,1,0.0,0.0,0.0,2
STU021914,SEM-6,1,0.0,0.0,0.0,2
STU021915,SEM-6,0,0.0,0.0,0.0,2
STU021916,SEM-6,0,0.0,0.0,0.0,2
STU021917,SEM-2,0,0.0,0.0,0.0,2
STU021918,SEM-4,0,0.0,0.0,0.0,1
STU021919,SEM-4,0,0.0,0.0,0.0,2
STU021920,SEM-6,1,0.0,0.0,0.0,1
STU021921,SEM-6,1,0.0,0.0,0.0,1
STU021922,SEM-6,0,0.0,0.0,0.0,1
STU021923,SEM-8,2,0.0,0.0,0.0,4
STU021924,SEM-6,2,0.0,0.0,0.0,2
STU021925,SEM-2,0,0.0,0.0,0.0,1
STU021926,SEM-4,0,0.0,0.0,0.0,3
STU021927,SEM-6,0,0.0,0.0,0.0,2
STU021928,SEM-6,1,0.0,0.0,0.0,3
STU021929,SEM-2,0,0.0,0.0,0.0,1
STU021930,SEM-2,0,0.0,0.0,0.0,2
STU021931,SEM-6,1,0.0,0.0,0.0,1
STU021932,SEM-4,0,0.0,0.0,0.0,2
STU021933,SEM-2,0,0.0,0.0,0.0,1
STU021934,SEM-6,2,0.0,0.0,0.0,1
STU021935,SEM-6,0,0.0,0.0,0.0,3
STU021936,SEM-6,0,0.0,0.0,0.0,2
STU021937,SEM-6,1,0.0,0.0,0.0,3
STU021938,SEM-6,1,0.0,0.0,0.0,2
STU021939,SEM-2,0,0.0,0.0,0.0,1
STU021940,SEM-4,1,0.0,0.0,0.0,3
STU021941,SEM-4,1,0.0,0.0,0.0,3
STU021942,SEM-6,1,0.0,0.0,0.0,1
STU021943,SEM-4,1,0.0,0.0,0.0,3
STU021944,SEM-2,0,0.0,0.0,0.0,0
STU021945,SEM-4,1,0.0,0.0,0.0,0
STU021946,SEM-6,0,0.0,0.0,0.0,2
STU021947,SEM-8,2,0.0,0.0,0.0,3
STU021948,SEM-2,0,0.0,0.0,0.0,2
STU021949,SEM-2,0,0.0,0.0,0.0,0
STU021950,SEM-8,1,0.0,0.0,0.0,3
STU021951,SEM-2,0,0.0,0.0,0.0,1
STU021952,SEM-4,0,0.0,0.0,0.0,1
STU021953,SEM-8,2,0.0,0.0,0.0,3
STU021954,SEM-8,1,0.0,0.0,0.0,2
STU021955,SEM-2,0,0.0,0.0,0.0,1
STU021956,SEM-8,1,0.0,0.0,0.0,0
STU021957,SEM-2,0,0.0,0.0,0.0,2
STU021958,SEM-4,0,0.0,0.0,0.0,0
STU021959,SEM-8,2,0.0,0.0,0.0,3
STU021960,SEM-4,1,0.0,0.0,0.0,2
STU021961,SEM-4,1,0.0,0.0,0.0,3
STU021962,SEM-6,0,0.0,0.0,0.0,3
STU021963,SEM-8,3,0.0,0.0,0.0,3
STU021964,SEM-8,1,0.0,0.0,0.0,4
STU021965,SEM-6,1,0.0,0.0,0.0,2
STU021966,SEM-6,2,0.0,0.0,0.0,1
STU021967,SEM-8,2,0.0,0.0,0.0,5
STU021968,SEM-6,1,0.0,0.0,0.0,2
STU021969,SEM-2,0,0.0,0.0,0.0,1
STU021970,SEM-4,1,0.0,0.0,0.0,2
STU021971,SEM-2,0,0.0,0.0,0.0,0
STU021972,SEM-2,0,0.0,0.0,0.0,2
STU021973,SEM-4,0,0.0,0.0,0.0,2
STU021974,SEM-4,0,0.0,0.0,0.0,2
STU021975,SEM-4,1,0.0,0.0,0.0,2
STU021976,SEM-2,0,0.0,0.0,0.0,1
STU021977,SEM-8,2,0.0,0.0,0.0,3
STU021978,SEM-8,2,0.0,0.0,0.0,2
STU021979,SEM-4,1,0.0,0.0,0.0,1
STU021980,SEM-4,0,0.0,0.0,0.0,1
STU021981,SEM-2,0,0.0,0.0,0.0,2
STU021982,SEM-4,0,0.0,0.0,0.0,3
STU021983,SEM-8,1,0.0,0.0,0.0,2
STU021984,SEM-6,2,0.0,0.0,0.0,3
STU021985,SEM-6,1,0.0,0.0,0.0,0
STU021986,SEM-2,0,0.0,0.0,0.0,0
STU021987,SEM-2,0,0.0,0.0,0.0,1
STU021988,SEM-2,0,0.0,0.0,0.0,2
STU021989,SEM-2,0,0.0,0.0,0.0,2
STU021990,SEM-4,1,0.0,0.0,0.0,0
STU021991,SEM-4,0,0.0,0.0,0.0,1
STU021992,SEM-4,1,0.0,0.0,0.0,0
STU021993,SEM-2,0,0.0,0.0,0.0,0
STU021994,SEM-2,0,0.0,0.0,0.0,0
STU021995,SEM-8,1,0.0,0.0,0.0,3
STU021996,SEM-2,0,0.0,0.0,0.0,0
STU021997,SEM-6,0,0.0,0.0,0.0,4
STU021998,SEM-6,1,0.0,0.0,0.0,0
STU021999,SEM-4,0,0.0,0.0,0.0,3
STU022000,SEM-2,0,0.0,0.0,0.0,1
STU022001,SEM-8,2,0.0,0.0,0.0,4
STU022002,SEM-4,0,0.0,0.0,0.0,0
STU022003,SEM-8,1,0.0,0.0,0.0,4
STU022004,SEM-8,1,0.0,0.0,0.0,2
STU022005,SEM-8,2,0.0,0.0,0.0,4
STU022006,SEM-2,0,0.0,0.0,0.0,2
STU022007,SEM-8,3,0.0,0.0,0.0,5
STU022008,SEM-2,0,0.0,0.0,0.0,1
STU022009,SEM-4,0,0.0,0.0,0.0,0
STU022010,SEM-6,0,0.0,0.0,0.0,3
STU022011,SEM-2,0,0.0,0.0,0.0,2
STU022012,SEM-4,1,0.0,0.0,0.0,2
STU022013,SEM-4,0,0.0,0.0,0.0,3
STU022014,SEM-2,0,0.0,0.0,0.0,0
STU022015,SEM-4,0,0.0,0.0,0.0,2
STU022016,SEM-8,1,0.0,0.0,0.0,1
STU022017,SEM-6,1,0.0,0.0,0.0,3
STU022018,SEM-4,0,0.0,0.0,0.0,2
STU022019,SEM-2,0,0.0,0.0,0.0,0
STU022020,SEM-2,0,0.0,0.0,0.0,0
STU022021,SEM-6,2,0.0,0.0,0.0,3
STU022022,SEM-6,1,0.0,0.0,0.0,1
STU022023,SEM-6,1,0.0,0.0,0.0,1
STU022024,SEM-8,2,0.0,0.0,0.0,2
STU022025,SEM-6,0,0.0,0.0,0.0,1
STU022026,SEM-2,0,0.0,0.0,0.0,2
STU022027,SEM-6,1,0.0,0.0,0.0,2
STU022028,SEM-6,1,0.0,0.0,0.0,1
STU022029,SEM-2,0,0.0,0.0,0.0,1
STU022030,SEM-4,0,0.0,0.0,0.0,1
STU022031,SEM-4,0,0.0,0.0,0.0,1
STU022032,SEM-6,2,0.0,0.0,0.0,2
STU022033,SEM-6,0,0.0,0.0,0.0,1
STU022034,SEM-8,1,0.0,0.0,0.0,3
STU022035,SEM-8,2,0.0,0.0,0.0,3
STU022036,SEM-4,1,0.0,0.0,0.0,2
STU022037,SEM-4,0,0.0,0.0,0.0,1
STU022038,SEM-4,0,0.0,0.0,0.0,1
STU022039,SEM-2,0,0.0,0.0,0.0,2
STU022040,SEM-4,0,0.0,0.0,0.0,0
STU022041,SEM-4,1,0.0,0.0,0.0,1
STU022042,SEM-2,0,0.0,0.0,0.0,2
STU022043,SEM-6,1,0.0,0.0,0.0,3
STU022044,SEM-2,0,0.0,0.0,0.0,0
STU022045,SEM-4,1,0.0,0.0,0.0,0
STU022046,SEM-4,1,0.0,0.0,0.0,0
STU022047,SEM-2,0,0.0,0.0,0.0,1
STU022048,SEM-6,1,0.0,0.0,0.0,2
STU022049,SEM-8,1,0.0,0.0,0.0,5
STU022050,SEM-6,1,0.0,0.0,0.0,1
STU022051,SEM-6,0,0.0,0.0,0.0,2
STU022052,SEM-4,1,0.0,0.0,0.0,1
STU022053,SEM-2,0,0.0,0.0,0.0,2
STU022054,SEM-4,1,0.0,0.0,0.0,1
STU022055,SEM-2,0,0.0,0.0,0.0,1
STU022056,SEM-4,1,0.0,0.0,0.0,0
STU022057,SEM-6,1,0.0,0.0,0.0,3
STU022058,SEM-8,3,0.0,0.0,0.0,4
STU022059,SEM-4,0,0.0,0.0,0.0,2
STU022060,SEM-8,1,0.0,0.0,0.0,2
STU022061,SEM-4,0,0.0,0.0,0.0,2
STU022062,SEM-4,0,0.0,0.0,0.0,2
STU022063,SEM-6,1,0.0,0.0,0.0,3
STU022064,SEM-6,0,0.0,0.0,0.0,2
STU022065,SEM-2,0,0.0,0.0,0.0,1
STU022066,SEM-8,1,0.0,0.0,0.0,2
STU022067,SEM-6,2,0.0,0.0,0.0,1
STU022068,SEM-2,0,0.0,0.0,0.0,1
STU022069,SEM-8,1,0.0,0.0,0.0,3
STU022070,SEM-4,1,0.0,0.0,0.0,0
STU022071,SEM-4,1,0.0,0.0,0.0,3
STU022072,SEM-4,1,0.0,0.0,0.0,2
STU022073,SEM-2,0,0.0,0.0,0.0,1
STU022074,SEM-8,3,0.0,0.0,0.0,3
STU022075,SEM-2,0,0.0,0.0,0.0,0
STU022076,SEM-8,3,0.0,0.0,0.0,3
STU022077,SEM-2,0,0.0,0.0,0.0,2
STU022078,SEM-6,0,0.0,0.0,0.0,2
STU022079,SEM-8,2,0.0,0.0,0.0,4
STU022080,SEM-8,1,0.0,0.0,0.0,2
STU022081,SEM-2,0,0.0,0.0,0.0,1
STU022082,SEM-2,0,0.0,0.0,0.0,0
STU022083,SEM-4,0,0.0,0.0,0.0,0
STU022084,SEM-6,1,0.0,0.0,0.0,1
STU022085,SEM-6,1,0.0,0.0,0.0,4
STU022086,SEM-6,1,0.0,0.0,0.0,1
STU022087,SEM-8,2,0.0,0.0,0.0,5
STU022088,SEM-4,0,0.0,0.0,0.0,2
STU022089,SEM-6,2,0.0,0.0,0.0,2
STU022090,SEM-4,1,0.0,0.0,0.0,0
STU022091,SEM-2,0,0.0,0.0,0.0,0
STU022092,SEM-4,0,0.0,0.0,0.0,1
STU022093,SEM-2,0,0.0,0.0,0.0,2
STU022094,SEM-6,1,0.0,0.0,0.0,4
STU022095,SEM-8,2,0.0,0.0,0.0,3
STU022096,SEM-6,0,0.0,0.0,0.0,2
STU022097,SEM-2,0,0.0,0.0,0.0,2
STU022098,SEM-2,0,0.0,0.0,0.0,1
STU022099,SEM-6,0,0.0,0.0,0.0,2
STU022100,SEM-6,1,0.0,0.0,0.0,2
STU022101,SEM-4,1,0.0,0.0,0.0,2
STU022102,SEM-4,1,0.0,0.0,0.0,1
STU022103,SEM-4,1,0.0,0.0,0.0,0
STU022104,SEM-6,2,0.0,0.0,0.0,2
STU022105,SEM-6,1,0.0,0.0,0.0,1
STU022106,SEM-6,1,0.0,0.0,0.0,1
STU022107,SEM-4,1,0.0,0.0,0.0,2
STU022108,SEM-2,0,0.0,0.0,0.0,0
STU022109,SEM-4,0,0.0,0.0,0.0,3
STU022110,SEM-4,1,0.0,0.0,0.0,1
STU022111,SEM-4,0,0.0,0.0,0.0,1
STU022112,SEM-8,2,0.0,0.0,0.0,3
STU022113,SEM-8,1,0.0,0.0,0.0,2
STU022114,SEM-2,0,0.0,0.0,0.0,0
STU022115,SEM-4,0,0.0,0.0,0.0,0
STU022116,SEM-4,1,0.0,0.0,0.0,2
STU022117,SEM-6,2,0.0,0.0,0.0,3
STU022118,SEM-6,1,0.0,0.0,0.0,2
STU022119,SEM-6,1,0.0,0.0,0.0,3
STU022120,SEM-4,0,0.0,0.0,0.0,3
STU022121,SEM-4,1,0.0,0.0,0.0,0
STU022122,SEM-2,0,0.0,0.0,0.0,0
STU022123,SEM-6,1,0.0,0.0,0.0,2
STU022124,SEM-8,1,0.0,0.0,0.0,3
STU022125,SEM-6,1,0.0,0.0,0.0,2
STU022126,SEM-6,1,0.0,0.0,0.0,1
STU022127,SEM-4,0,0.0,0.0,0.0,2
STU022128,SEM-6,2,0.0,0.0,0.0,3
STU022129,SEM-6,1,0.0,0.0,0.0,4
STU022130,SEM-2,0,0.0,0.0,0.0,0
STU022131,SEM-6,1,0.0,0.0,0.0,1
STU022132,SEM-6,2,0.0,0.0,0.0,4
STU022133,SEM-2,0,0.0,0.0,0.0,1
STU022134,SEM-6,1,0.0,0.0,0.0,3
STU022135,SEM-8,2,0.0,0.0,0.0,3
STU022136,SEM-6,0,0.0,0.0,0.0,3
STU022137,SEM-6,1,0.0,0.0,0.0,3
STU022138,SEM-4,1,0.0,0.0,0.0,0
STU022139,SEM-6,2,0.0,0.0,0.0,1
STU022140,SEM-2,0,0.0,0.0,0.0,1
STU022141,SEM-6,1,0.0,0.0,0.0,3
STU022142,SEM-8,1,0.0,0.0,0.0,4
STU022143,SEM-4,0,0.0,0.0,0.0,2
STU022144,SEM-4,1,0.0,0.0,0.0,0
STU022145,SEM-4,1,0.0,0.0,0.0,1
STU022146,SEM-8,0,0.0,0.0,0.0,2
STU022147,SEM-6,1,0.0,0.0,0.0,2
STU022148,SEM-2,0,0.0,0.0,0.0,2
STU022149,SEM-8,2,0.0,0.0,0.0,4
STU022150,SEM-6,1,0.0,0.0,0.0,3
STU022151,SEM-8,2,0.0,0.0,0.0,2
STU022152,SEM-2,0,0.0,0.0,0.0,2
STU022153,SEM-8,2,0.0,0.0,0.0,4
STU022154,SEM-6,2,0.0,0.0,0.0,3
STU022155,SEM-4,0,0.0,0.0,0.0,2
STU022156,SEM-2,0,0.0,0.0,0.0,0
STU022157,SEM-2,0,0.0,0.0,0.0,0
STU022158,SEM-2,0,0.0,0.0,0.0,2
STU022159,SEM-8,2,0.0,0.0,0.0,1
STU022160,SEM-6,1,0.0,0.0,0.0,0
STU022161,SEM-6,0,0.0,0.0,0.0,4
STU022162,SEM-2,0,0.0,0.0,0.0,0
STU022163,SEM-6,0,0.0,0.0,0.0,4
STU022164,SEM-8,0,0.0,0.0,0.0,4
STU022165,SEM-4,1,0.0,0.0,0.0,0
STU022166,SEM-8,1,0.0,0.0,0.0,2
STU022167,SEM-4,0,0.0,0.0,0.0,1
STU022168,SEM-2,0,0.0,0.0,0.0,1
STU022169,SEM-6,1,0.0,0.0,0.0,3
STU022170,SEM-2,0,0.0,0.0,0.0,1
STU022171,SEM-4,0,0.0,0.0,0.0,1
STU022172,SEM-2,0,0.0,0.0,0.0,0
STU022173,SEM-4,1,0.0,0.0,0.0,0
STU022174,SEM-2,0,0.0,0.0,0.0,0
STU022175,SEM-6,1,0.0,0.0,0.0,2
STU022176,SEM-4,0,0.0,0.0,0.0,0
STU022177,SEM-8,2,0.0,0.0,0.0,5
STU022178,SEM-8,3,0.0,0.0,0.0,3
STU022179,SEM-2,0,0.0,0.0,0.0,1
STU022180,SEM-2,0,0.0,0.0,0.0,1
STU022181,SEM-2,0,0.0,0.0,0.0,0
STU022182,SEM-2,0,0.0,0.0,0.0,2
STU022183,SEM-6,0,0.0,0.0,0.0,0
STU022184,SEM-8,2,0.0,0.0,0.0,2
STU022185,SEM-2,0,0.0,0.0,0.0,0
STU022186,SEM-6,1,0.0,0.0,0.0,1
STU022187,SEM-4,0,0.0,0.0,0.0,1
STU022188,SEM-2,0,0.0,0.0,0.0,1
STU022189,SEM-2,0,0.0,0.0,0.0,1
STU022190,SEM-8,1,0.0,0.0,0.0,3
STU022191,SEM-6,0,0.0,0.0,0.0,3
STU022192,SEM-8,2,0.0,0.0,0.0,3
STU022193,SEM-2,0,0.0,0.0,0.0,1
STU022194,SEM-8,1,0.0,0.0,0.0,3
STU022195,SEM-2,0,0.0,0.0,0.0,2
STU022196,SEM-8,2,0.0,0.0,0.0,1
STU022197,SEM-2,0,0.0,0.0,0.0,2
STU022198,SEM-8,2,0.0,0.0,0.0,3
STU022199,SEM-4,0,0.0,0.0,0.0,1
STU022200,SEM-8,0,0.0,0.0,0.0,4
STU022201,SEM-4,1,0.0,0.0,0.0,3
STU022202,SEM-2,0,0.0,0.0,0.0,1
STU022203,SEM-6,1,0.0,0.0,0.0,4
STU022204,SEM-6,0,0.0,0.0,0.0,4
STU022205,SEM-2,0,0.0,0.0,0.0,2
STU022206,SEM-8,3,0.0,0.0,0.0,4
STU022207,SEM-6,2,0.0,0.0,0.0,2
STU022208,SEM-6,1,0.0,0.0,0.0,0
STU022209,SEM-2,0,0.0,0.0,0.0,0
STU022210,SEM-2,0,0.0,0.0,0.0,1
STU022211,SEM-2,0,0.0,0.0,0.0,0
STU022212,SEM-6,1,0.0,0.0,0.0,3
STU022213,SEM-6,2,0.0,0.0,0.0,3
STU022214,SEM-2,0,0.0,0.0,0.0,1
STU022215,SEM-2,0,0.0,0.0,0.0,0
STU022216,SEM-2,0,0.0,0.0,0.0,1
STU022217,SEM-6,0,0.0,0.0,0.0,2
STU022218,SEM-4,1,0.0,0.0,0.0,2
STU022219,SEM-4,0,0.0,0.0,0.0,1
STU022220,SEM-6,2,0.0,0.0,0.0,1
STU022221,SEM-8,2,0.0,0.0,0.0,2
STU022222,SEM-4,1,0.0,0.0,0.0,3
STU022223,SEM-4,1,0.0,0.0,0.0,1
STU022224,SEM-6,1,0.0,0.0,0.0,1
STU022225,SEM-4,0,0.0,0.0,0.0,2
STU022226,SEM-2,0,0.0,0.0,0.0,0
STU022227,SEM-4,1,0.0,0.0,0.0,0
STU022228,SEM-6,0,0.0,0.0,0.0,2
STU022229,SEM-4,0,0.0,0.0,0.0,0
STU022230,SEM-2,0,0.0,0.0,0.0,2
STU022231,SEM-6,2,0.0,0.0,0.0,1
STU022232,SEM-6,0,0.0,0.0,0.0,4
STU022233,SEM-2,0,0.0,0.0,0.0,2
STU022234,SEM-2,0,0.0,0.0,0.0,1
STU022235,SEM-2,0,0.0,0.0,0.0,1
STU022236,SEM-2,0,0.0,0.0,0.0,2
STU022237,SEM-6,1,0.0,0.0,0.0,2
STU022238,SEM-6,0,0.0,0.0,0.0,2
STU022239,SEM-4,1,0.0,0.0,0.0,2
STU022240,SEM-2,0,0.0,0.0,0.0,1
STU022241,SEM-2,0,0.0,0.0,0.0,0
STU022242,SEM-6,1,0.0,0.0,0.0,0
STU022243,SEM-8,1,0.0,0.0,0.0,3
STU022244,SEM-4,1,0.0,0.0,0.0,0
STU022245,SEM-6,1,0.0,0.0,0.0,1
STU022246,SEM-8,2,0.0,0.0,0.0,2
STU022247,SEM-8,2,0.0,0.0,0.0,2
STU022248,SEM-8,1,0.0,0.0,0.0,1
STU022249,SEM-8,3,0.0,0.0,0.0,4
STU022250,SEM-8,2,0.0,0.0,0.0,3
STU022251,SEM-2,0,0.0,0.0,0.0,0
STU022252,SEM-6,1,0.0,0.0,0.0,4
STU022253,SEM-4,1,0.0,0.0,0.0,2
STU022254,SEM-4,0,0.0,0.0,0.0,0
STU022255,SEM-4,0,0.0,0.0,0.0,0
STU022256,SEM-8,3,0.0,0.0,0.0,5
STU022257,SEM-4,1,0.0,0.0,0.0,2
STU022258,SEM-4,1,0.0,0.0,0.0,0
STU022259,SEM-4,0,0.0,0.0,0.0,0
STU022260,SEM-4,0,0.0,0.0,0.0,1
STU022261,SEM-4,1,0.0,0.0,0.0,2
STU022262,SEM-4,1,0.0,0.0,0.0,2
STU022263,SEM-8,1,0.0,0.0,0.0,1
STU022264,SEM-8,2,0.0,0.0,0.0,3
STU022265,SEM-4,1,0.0,0.0,0.0,1
STU022266,SEM-6,2,0.0,0.0,0.0,4
STU022267,SEM-6,1,0.0,0.0,0.0,4
STU022268,SEM-4,1,0.0,0.0,0.0,1
STU022269,SEM-8,1,0.0,0.0,0.0,1
STU022270,SEM-6,1,0.0,0.0,0.0,2
STU022271,SEM-4,1,0.0,0.0,0.0,0
STU022272,SEM-8,2,0.0,0.0,0.0,1
STU022273,SEM-2,0,0.0,0.0,0.0,1
STU022274,SEM-6,1,0.0,0.0,0.0,3
STU022275,SEM-6,1,0.0,0.0,0.0,3
STU022276,SEM-4,1,0.0,0.0,0.0,1
STU022277,SEM-8,2,0.0,0.0,0.0,1
STU022278,SEM-8,2,0.0,0.0,0.0,2
STU022279,SEM-8,1,0.0,0.0,0.0,2
STU022280,SEM-8,2,0.0,0.0,0.0,4
STU022281,SEM-6,2,0.0,0.0,0.0,1
STU022282,SEM-2,0,0.0,0.0,0.0,2
STU022283,SEM-2,0,0.0,0.0,0.0,1
STU022284,SEM-6,2,0.0,0.0,0.0,2
STU022285,SEM-6,0,0.0,0.0,0.0,1
STU022286,SEM-4,1,0.0,0.0,0.0,0
STU022287,SEM-2,0,0.0,0.0,0.0,0
STU022288,SEM-2,0,0.0,0.0,0.0,0
STU022289,SEM-4,0,0.0,0.0,0.0,2
STU022290,SEM-6,1,0.0,0.0,0.0,3
STU022291,SEM-4,0,0.0,0.0,0.0,3
STU022292,SEM-8,1,0.0,0.0,0.0,3
STU022293,SEM-2,0,0.0,0.0,0.0,0
STU022294,SEM-6,1,0.0,0.0,0.0,3
STU022295,SEM-4,1,0.0,0.0,0.0,2
STU022296,SEM-6,0,0.0,0.0,0.0,2
STU022297,SEM-8,2,0.0,0.0,0.0,4
STU022298,SEM-6,1,0.0,0.0,0.0,2
STU022299,SEM-4,1,0.0,0.0,0.0,1
STU022300,SEM-4,0,0.0,0.0,0.0,1
STU022301,SEM-2,0,0.0,0.0,0.0,1
STU022302,SEM-6,0,0.0,0.0,0.0,3
STU022303,SEM-4,1,0.0,0.0,0.0,0
STU022304,SEM-8,1,0.0,0.0,0.0,3
STU022305,SEM-8,2,0.0,0.0,0.0,1
STU022306,SEM-2,0,0.0,0.0,0.0,0
STU022307,SEM-2,0,0.0,0.0,0.0,1
STU022308,SEM-8,1,0.0,0.0,0.0,2
STU022309,SEM-4,0,0.0,0.0,0.0,1
STU022310,SEM-2,0,0.0,0.0,0.0,2
STU022311,SEM-8,2,0.0,0.0,0.0,2
STU022312,SEM-2,0,0.0,0.0,0.0,1
STU022313,SEM-8,3,0.0,0.0,0.0,3
STU022314,SEM-2,0,0.0,0.0,0.0,0
STU022315,SEM-8,1,0.0,0.0,0.0,4
STU022316,SEM-6,2,0.0,0.0,0.0,3
STU022317,SEM-6,0,0.0,0.0,0.0,2
STU022318,SEM-8,1,0.0,0.0,0.0,5
STU022319,SEM-4,1,0.0,0.0,0.0,2
STU022320,SEM-2,0,0.0,0.0,0.0,1
STU022321,SEM-2,0,0.0,0.0,0.0,1
STU022322,SEM-6,1,0.0,0.0,0.0,4
STU022323,SEM-6,0,0.0,0.0,0.0,2
STU022324,SEM-4,0,0.0,0.0,0.0,2
STU022325,SEM-8,2,0.0,0.0,0.0,4
STU022326,SEM-2,0,0.0,0.0,0.0,2
STU022327,SEM-4,0,0.0,0.0,0.0,2
STU022328,SEM-4,1,0.0,0.0,0.0,2
STU022329,SEM-4,1,0.0,0.0,0.0,3
STU022330,SEM-4,0,0.0,0.0,0.0,2
STU022331,SEM-6,1,0.0,0.0,0.0,3
STU022332,SEM-2,0,0.0,0.0,0.0,0
STU022333,SEM-4,0,0.0,0.0,0.0,2
STU022334,SEM-6,1,0.0,0.0,0.0,2
STU022335,SEM-6,0,0.0,0.0,0.0,4
STU022336,SEM-8,3,0.0,0.0,0.0,1
STU022337,SEM-8,2,0.0,0.0,0.0,5
STU022338,SEM-2,0,0.0,0.0,0.0,0
STU022339,SEM-2,0,0.0,0.0,0.0,0
STU022340,SEM-4,0,0.0,0.0,0.0,2
STU022341,SEM-2,0,0.0,0.0,0.0,0
STU022342,SEM-8,3,0.0,0.0,0.0,4
STU022343,SEM-6,1,0.0,0.0,0.0,2
STU022344,SEM-8,1,0.0,0.0,0.0,3
STU022345,SEM-6,1,0.0,0.0,0.0,1
STU022346,SEM-6,0,0.0,0.0,0.0,3
STU022347,SEM-6,2,0.0,0.0,0.0,3
STU022348,SEM-4,0,0.0,0.0,0.0,2
STU022349,SEM-2,0,0.0,0.0,0.0,0
STU022350,SEM-6,1,0.0,0.0,0.0,1
STU022351,SEM-2,0,0.0,0.0,0.0,0
STU022352,SEM-8,2,0.0,0.0,0.0,4
STU022353,SEM-2,0,0.0,0.0,0.0,1
STU022354,SEM-2,0,0.0,0.0,0.0,1
STU022355,SEM-4,0,0.0,0.0,0.0,0
STU022356,SEM-2,0,0.0,0.0,0.0,0
STU022357,SEM-2,0,0.0,0.0,0.0,1
STU022358,SEM-8,2,0.0,0.0,0.0,1
STU022359,SEM-2,0,0.0,0.0,0.0,2
STU022360,SEM-8,1,0.0,0.0,0.0,4
STU022361,SEM-8,0,0.0,0.0,0.0,3
STU022362,SEM-4,1,0.0,0.0,0.0,2
STU022363,SEM-2,0,0.0,0.0,0.0,1
STU022364,SEM-4,1,0.0,0.0,0.0,3
